"0","TEXT_CTSSFSCHARACTER1_00386_DEFAULT_ZHLOEALIAPOH_000_000","うう……お得意様見つからない……お腹すいた……。<hex:02100103>自分のお店を持つって、大変なんですね……。<hex:02100103>やっぱり、ロウェナさんはすごいなぁ……。"
"1","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_000_000","<hex:022C0DFF07022903EB0203FF02200203>さん、いらっしゃいませ！<hex:02100103>これから一緒に頑張りましょうね！"
"2","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_001_000","<hex:022C0DFF07022903EB0203FF02200203>さん、いらっしゃいませ！<hex:02100103>子どもたちは今日も元気に遊んでいますよ！"
"3","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_002_000","<hex:022C0DFF07022903EB0203FF02200203>さん、いらっしゃいませ！<hex:02100103>子どもたちのためにも、この大口取引を成功させなければ！<hex:02100103>よーし……私、頑張ります！"
"4","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_003_000","<hex:022C0DFF07022903EB0203FF02200203>さん、お待ちしておりました！<hex:02100103>子どもたちの笑顔のため、一緒に頑張りましょうね！"
"5","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_004_000","おかえりなさ……じゃなかった！<hex:02100103>いらっしゃいませ、<hex:022C0DFF07022903EB0203FF02200203>さん！<hex:02100103>あはは……もうずっと一緒にお仕事しているせいか、つい……。"
"6","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_010_000","いらっしゃいませ！<hex:02100103><hex:022C0DFF07022903EB0203FF02200203>さんとのお仕事は、<hex:02100103>新しい発見がいっぱいあって、とっても楽しいです！"
"7","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_020_000","いらっしゃいませ、<hex:022C0DFF07022903EB0203FF02200203>さん！<hex:02100103>お仕事を通して、もっとあなたのことを知らなければ！<hex:02100103>あなたのパートナーとしてふさわしい商人になるために！"
"8","TEXT_CTSSFSCHARACTER1_00386_GREETING_ZHLOEALIAPOH_030_000","いらっしゃいませ、<hex:022C0DFF07022903EB0203FF02200203>さん！<hex:02100103>今日も一日、一緒に頑張りましょうね！<hex:02100103>なんといっても、私たちはパートナーですから！"
"9","TEXT_CTSSFSCHARACTER1_00386_TOPMENU_000_000","何をする？"
"10","TEXT_CTSSFSCHARACTER1_00386_TOPMENU_000_001","依頼品を渡す（<hex:022812FF0D454E70635265736964656E74E8020103>：残り<hex:022003E80303>回）"
"11","TEXT_CTSSFSCHARACTER1_00386_TOPMENU_000_002","「お得意様取引」について聞く"
"12","TEXT_CTSSFSCHARACTER1_00386_TOPMENU_000_003","キャンセル"
"13","TEXT_CTSSFSCHARACTER1_00386_TOPMENU_000_004","シロ・アリアポーに武具投影を行う"
"14","TEXT_CTSSFSCHARACTER1_00386_GUIDEMENU_000_000","何を聞く？"
"15","TEXT_CTSSFSCHARACTER1_00386_GUIDEMENU_001_000","シロ・アリアポーの信頼度について"
