"0","TEXT_SUBSEA901_00693_SEQ_00","溺れた海豚亭のギルドリーヴ発行窓口、チャ・モクリは、冒険者にギルドリーヴの紹介をしてくれるようだ。"
"1","TEXT_SUBSEA901_00693_SEQ_01","「ギルドリーヴ」とは、冒険者ギルドに寄せられた、さまざまな依頼を紹介する仕組みらしい。依頼を請け負うために「スウィフトパーチ入植地」に向かい、「スヴィグスキフ」に声をかけよう。"
"2","TEXT_SUBSEA901_00693_SEQ_02","スヴィグスキフからギルドリーヴを紹介してもらうためには、十分な実力があると認めてもらう必要があるようだ。まずは、ギルドリーヴ『追撃任務：漁場荒らしのメガロクラブ』を攻略しよう。"
"3","TEXT_SUBSEA901_00693_SEQ_03","無事、スヴィグスキフから引き受けたギルドリーヴを遂行することができた。「スウィフトパーチ入植地」の「スヴィグスキフ」に報告しよう。"
"4","TEXT_SUBSEA901_00693_SEQ_04","スヴィグスキフは、依頼を遂行した冒険者の実力を認めたようだ。今後、スウィフトパーチ入植地近辺の依頼は、彼を通じて引き受けることができる。スヴィグスキフの期待に応えられるよう、積極的にギルドリーヴを引き受けていこう。"
"5","TEXT_SUBSEA901_00693_SEQ_05",""
"6","TEXT_SUBSEA901_00693_SEQ_06",""
"7","TEXT_SUBSEA901_00693_SEQ_07",""
"8","TEXT_SUBSEA901_00693_SEQ_08",""
"9","TEXT_SUBSEA901_00693_SEQ_09",""
"10","TEXT_SUBSEA901_00693_SEQ_10",""
"11","TEXT_SUBSEA901_00693_SEQ_11",""
"12","TEXT_SUBSEA901_00693_SEQ_12",""
"13","TEXT_SUBSEA901_00693_SEQ_13",""
"14","TEXT_SUBSEA901_00693_SEQ_14",""
"15","TEXT_SUBSEA901_00693_SEQ_15",""
"16","TEXT_SUBSEA901_00693_SEQ_16",""
"17","TEXT_SUBSEA901_00693_SEQ_17",""
"18","TEXT_SUBSEA901_00693_SEQ_18",""
"19","TEXT_SUBSEA901_00693_SEQ_19",""
"20","TEXT_SUBSEA901_00693_SEQ_20",""
"21","TEXT_SUBSEA901_00693_SEQ_21",""
"22","TEXT_SUBSEA901_00693_SEQ_22",""
"23","TEXT_SUBSEA901_00693_SEQ_23",""
"24","TEXT_SUBSEA901_00693_TODO_00","スウィフトパーチ入植地のスヴィグスキフと話す"
"25","TEXT_SUBSEA901_00693_TODO_01","『追撃任務：漁場荒らしのメガロクラブ』を攻略"
"26","TEXT_SUBSEA901_00693_TODO_02","スヴィグスキフに報告"
"27","TEXT_SUBSEA901_00693_TODO_03",""
"28","TEXT_SUBSEA901_00693_TODO_04",""
"29","TEXT_SUBSEA901_00693_TODO_05",""
"30","TEXT_SUBSEA901_00693_TODO_06",""
"31","TEXT_SUBSEA901_00693_TODO_07",""
"32","TEXT_SUBSEA901_00693_TODO_08",""
"33","TEXT_SUBSEA901_00693_TODO_09",""
"34","TEXT_SUBSEA901_00693_TODO_10",""
"35","TEXT_SUBSEA901_00693_TODO_11",""
"36","TEXT_SUBSEA901_00693_TODO_12",""
"37","TEXT_SUBSEA901_00693_TODO_13",""
"38","TEXT_SUBSEA901_00693_TODO_14",""
"39","TEXT_SUBSEA901_00693_TODO_15",""
"40","TEXT_SUBSEA901_00693_TODO_16",""
"41","TEXT_SUBSEA901_00693_TODO_17",""
"42","TEXT_SUBSEA901_00693_TODO_18",""
"43","TEXT_SUBSEA901_00693_TODO_19",""
"44","TEXT_SUBSEA901_00693_TODO_20",""
