"0","TEXT_AKTKMI106_04597_SEQ_00","零的領域的零有事情想要對冒險者說。"
"1","TEXT_AKTKMI106_04597_SEQ_01","和零進行了交談。乘坐零的領域的尼斯洛前往巴爾巴莉希婭的領域。"
"2","TEXT_AKTKMI106_04597_SEQ_02","乘坐尼斯洛前往了巴爾巴莉希婭的領域。突破巴爾巴莉希婭手下的迎擊，做好與巴爾巴莉希婭決戰的準備。"
"3","TEXT_AKTKMI106_04597_SEQ_03","為了獲得阿珠達雅的線索，打倒高貝扎四天王之一的巴爾巴莉希婭。<hex:02100103><hex:02100103>※可以透過任務搜尋器參加。"
"4","TEXT_AKTKMI106_04597_SEQ_04","打倒了巴爾巴莉希婭。在巴爾巴莉希婭的領域等待夥伴的到來。"
"5","TEXT_AKTKMI106_04597_SEQ_05","零將巴爾巴莉希婭封印在了憶晶石中，但一行人沒能獲得阿珠達雅的線索。因為零失去了意識，冒險者等人不得不中斷探索為她治療。和零的領域的雅．修特拉談談。"
"6","TEXT_AKTKMI106_04597_SEQ_06","和雅．修特拉進行了交談。雖然零還沒有恢復意識，但她的身體似乎並無大礙。接下來一行人需要共同商討如何繼續探索虛無界。"
"7","TEXT_AKTKMI106_04597_SEQ_07",""
"8","TEXT_AKTKMI106_04597_SEQ_08",""
"9","TEXT_AKTKMI106_04597_SEQ_09",""
"10","TEXT_AKTKMI106_04597_SEQ_10",""
"11","TEXT_AKTKMI106_04597_SEQ_11",""
"12","TEXT_AKTKMI106_04597_SEQ_12",""
"13","TEXT_AKTKMI106_04597_SEQ_13",""
"14","TEXT_AKTKMI106_04597_SEQ_14",""
"15","TEXT_AKTKMI106_04597_SEQ_15",""
"16","TEXT_AKTKMI106_04597_SEQ_16",""
"17","TEXT_AKTKMI106_04597_SEQ_17",""
"18","TEXT_AKTKMI106_04597_SEQ_18",""
"19","TEXT_AKTKMI106_04597_SEQ_19",""
"20","TEXT_AKTKMI106_04597_SEQ_20",""
"21","TEXT_AKTKMI106_04597_SEQ_21",""
"22","TEXT_AKTKMI106_04597_SEQ_22",""
"23","TEXT_AKTKMI106_04597_SEQ_23",""
"24","TEXT_AKTKMI106_04597_TODO_00","前往巴爾巴莉希婭的領域"
"25","TEXT_AKTKMI106_04597_TODO_01","前往巴爾巴莉希婭的領域"
"26","TEXT_AKTKMI106_04597_TODO_02","打倒巴爾巴莉希婭"
"27","TEXT_AKTKMI106_04597_TODO_03","打倒巴爾巴莉希婭"
"28","TEXT_AKTKMI106_04597_TODO_04","和雅．修特拉對話"
