"0","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_000","追い出さ、れないか、心配で、す……。"
"1","TEXT_CTSETCAOZGAHEELJA_00565_Q1_000_000","何をする？"
"2","TEXT_CTSETCAOZGAHEELJA_00565_A1_000_001","「ブルートーテム」の入手"
"3","TEXT_CTSETCAOZGAHEELJA_00565_A1_000_002","「青魔道士」について聞く"
"4","TEXT_CTSETCAOZGAHEELJA_00565_A1_000_003","「青魔道書」について聞く"
"5","TEXT_CTSETCAOZGAHEELJA_00565_A1_000_004","話す"
"6","TEXT_CTSETCAOZGAHEELJA_00565_A1_000_005","キャンセル"
"7","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_010","ワラキ族伝統、のトーテム、像を真似、て、<hex:02100103>青魔法の知、識を封じ、てみたもの、です……。<hex:02100103>今のあな、たなら、コレらを使い、こなせるで、しょう。"
"8","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_015","申し訳、ないので、すが、<hex:02100103>今の<hex:022C0DFF07022903EB0203FF02200203>さん、に、<hex:02100103>渡せる、ブルートーテムは、ございま、せん……。"
"9","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_020","青魔道士、の起源は、新大陸に住む、<hex:02100103>少数部族「ワラキ族」の、魔法にありま、す。"
"10","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_021","あらゆ、る自然を崇拝して、いた彼らは、信仰対象に近付こうと、<hex:02100103>獣や魔物、が用いる魔法を、己のもの、とする術を、<hex:02100103>編み出したの、です。"
"11","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_022","魔法発動、の鍵となる獣や、魔物の敵意を身に、受け、<hex:02100103>魔法現象を、引き起こさせ、その上で相手、を斃し、<hex:02100103>命の源た、るエーテルを吸収、する。"
"12","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_023","先生は、この秘技、を学ぶこと、に成功し、<hex:02100103>「ラーニング」と呼んでいま、す。"
"13","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_024","そして、この魔法を、ワラキ族が神聖、とする色から、とり、<hex:02100103>新たな魔法体系、「青魔法」と、名付け、<hex:02100103>先生自らが、青魔道士の、先駆け、となったの、です。"
"14","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_025","世界中、の獣や魔物の魔法、を操る青魔道士、の可能性は、<hex:02100103>まだまだ、未知数……無限大、とも言えま、す……。"
"15","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_030","青魔道書、とは、先生がエオルゼア中、を渡り歩き、<hex:02100103>獣や魔物から、修得した青魔法の、修得場所、を記録した、もの。"
"16","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_031","なぜ、修得場所、だけなのかと、いうと、<hex:02100103>自分で探すこと、も修行の一環との、ことだそう、です。<hex:02100103>これを片手、に青魔道士の修行、に、励んで、ください。"
"17","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_032","ちなみに、数量限定、という触れ込み、ですが、<hex:02100103>在庫は、余りまくって、ます……。"
"18","TEXT_CTSETCAOZGAHEELJA_00565_GAHEELJA_000_040","私とラトージャ、も一応、青魔道士の、はしくれ、です。<hex:02100103>マムージャ族、の中でも、私たちはブネワ族、といって、<hex:02100103>生まれながら、に豊かな魔力を、持っていま、す。"
