"0","TEXT_CTSMJISPECIALSHOP_00789_TALK_ACTOR","0"
"1","TEXT_CTSMJISPECIALSHOP_00789_SYSTEM_000_000","要做什麼？"
"2","TEXT_CTSMJISPECIALSHOP_00789_SYSTEM_000_005","要做什麼？"
"3","TEXT_CTSMJISPECIALSHOP_00789_Q1_000_000","交換報酬（謝爾達萊青船幣）"
"4","TEXT_CTSMJISPECIALSHOP_00789_Q1_000_005","交換報酬（謝爾達萊綠島幣）"
"5","TEXT_CTSMJISPECIALSHOP_00789_Q1_000_010","交換報酬（建造許可證書）"
"6","TEXT_CTSMJISPECIALSHOP_00789_Q1_000_015","聽取說明"
"7","TEXT_CTSMJISPECIALSHOP_00789_Q1_000_020","取消"
"8","TEXT_CTSMJISPECIALSHOP_00789_Q2_000_000","購買貿易小員特選品"
"9","TEXT_CTSMJISPECIALSHOP_00789_Q2_000_005","購買裝備．家具"
"10","TEXT_CTSMJISPECIALSHOP_00789_Q2_000_010","購買魔晶石．消耗品"
"11","TEXT_CTSMJISPECIALSHOP_00789_Q2_000_015","取消"
"12","TEXT_CTSMJISPECIALSHOP_00789_OMISE_100_000","你可以用謝爾達萊貨幣，<hex:02100103>在我這裡交換各種各樣的東西！<hex:02100103>請不用客氣，都看看吧！"
"13","TEXT_CTSMJISPECIALSHOP_00789_SYSTEM_100_000","你可以使用2種謝爾達萊貨幣與<hex:02100103>貿易小員交換各種道具。"
"14","TEXT_CTSMJISPECIALSHOP_00789_OMISE_200_000","哎呀，你好呀。<hex:02100103>非常抱歉，我是僅面向島主的魔法人偶，<hex:02100103>沒辦法為客人你提供幫助。"
