"0","TEXT_BANARK115_04565_SEQ_00","<hex:024804F201FC03><hex:024904F201FD03>特殊規則： 等級調整（限定職業）<hex:0249020103><hex:0248020103><hex:02100103>※本任務需要與接受任務時的職業相同才可繼續進行任務。<hex:02100103><hex:02100103>大金庫的摩羅盧正在思考驅除星甲蟲的對策。"
"1","TEXT_BANARK115_04565_SEQ_01",""
"2","TEXT_BANARK115_04565_SEQ_02",""
"3","TEXT_BANARK115_04565_SEQ_03",""
"4","TEXT_BANARK115_04565_SEQ_04",""
"5","TEXT_BANARK115_04565_SEQ_05",""
"6","TEXT_BANARK115_04565_SEQ_06",""
"7","TEXT_BANARK115_04565_SEQ_07",""
"8","TEXT_BANARK115_04565_SEQ_08",""
"9","TEXT_BANARK115_04565_SEQ_09",""
"10","TEXT_BANARK115_04565_SEQ_10",""
"11","TEXT_BANARK115_04565_SEQ_11",""
"12","TEXT_BANARK115_04565_SEQ_12",""
"13","TEXT_BANARK115_04565_SEQ_13",""
"14","TEXT_BANARK115_04565_SEQ_14",""
"15","TEXT_BANARK115_04565_SEQ_15",""
"16","TEXT_BANARK115_04565_SEQ_16",""
"17","TEXT_BANARK115_04565_SEQ_17",""
"18","TEXT_BANARK115_04565_SEQ_18",""
"19","TEXT_BANARK115_04565_SEQ_19",""
"20","TEXT_BANARK115_04565_SEQ_20",""
"21","TEXT_BANARK115_04565_SEQ_21",""
"22","TEXT_BANARK115_04565_SEQ_22",""
"23","TEXT_BANARK115_04565_SEQ_23",""
"24","TEXT_BANARK115_04565_TODO_00","在<hex:02280CFF05454F626AF61EB6B70103>張望<hex:02100103>討伐出現的<hex:02280FFF09424E70634E616D65F22C4D0103>"
"25","TEXT_BANARK115_04565_TODO_01","向摩羅盧報告"
"26","TEXT_BANARK115_04565_TODO_02",""
"27","TEXT_BANARK115_04565_TODO_03",""
"28","TEXT_BANARK115_04565_TODO_04",""
"29","TEXT_BANARK115_04565_TODO_05",""
"30","TEXT_BANARK115_04565_TODO_06",""
"31","TEXT_BANARK115_04565_TODO_07",""
"32","TEXT_BANARK115_04565_TODO_08",""
"33","TEXT_BANARK115_04565_TODO_09",""
"34","TEXT_BANARK115_04565_TODO_10",""
"35","TEXT_BANARK115_04565_TODO_11",""
"36","TEXT_BANARK115_04565_TODO_12",""
"37","TEXT_BANARK115_04565_TODO_13",""
"38","TEXT_BANARK115_04565_TODO_14",""
"39","TEXT_BANARK115_04565_TODO_15",""
"40","TEXT_BANARK115_04565_TODO_16",""
"41","TEXT_BANARK115_04565_TODO_17",""
"42","TEXT_BANARK115_04565_TODO_18",""
"43","TEXT_BANARK115_04565_TODO_19",""
"44","TEXT_BANARK115_04565_TODO_20",""
"45","TEXT_BANARK115_04565_TODO_21",""
"46","TEXT_BANARK115_04565_TODO_22",""
"47","TEXT_BANARK115_04565_TODO_23",""
"48","TEXT_BANARK115_04565_MARU_000_001"," <hex:022C0DFF07022903EB0203FF02200203> ，請聽我說……<hex:02100103>你知道一種叫星甲蟲的大型蟲類嗎？<hex:02100103>我之前似乎有些小瞧它們了……"
"49","TEXT_BANARK115_04565_MARU_000_002","最近我在前往桓娑牧場遺址的途中遭到它們的追趕，<hex:02100103>結果河馬興奮過度而失控，情況一度很危險啊。<hex:02100103>害得我差點從車上摔下來……"
"50","TEXT_BANARK115_04565_MARU_000_003","雖說沒什麼人員損傷，但如果今後再出現類似情況，<hex:02100103>難說貨物會出現什麼差錯……不好意思，<hex:02100103>我想請你前往薰香丘陵北部去驅除幾隻<hex:02280FFF09424E70634E616D65F22C4D0103>。"
"51","TEXT_BANARK115_04565_MARU_000_004"," <hex:022C0DFF07022903EB0203FF02200203> ，請聽我說……<hex:02100103>你之前不是幫忙驅除過擋道的堅硬蟲類嗎？<hex:02100103>就是那個<hex:02280FFF09424E70634E616D65F22C4D0103>……最近數量又增多了。"
"52","TEXT_BANARK115_04565_MARU_000_005","我有一些需要小心對待的貨物要運送。<hex:02100103>要是再被它們追趕導致河馬失控就不好了……"
"53","TEXT_BANARK115_04565_MARU_000_006","不好意思，能請你前往薰香丘陵北部去驅除幾隻<hex:02280FFF09424E70634E616D65F22C4D0103>嗎？<hex:02100103>拜託了……"
"54","TEXT_BANARK115_04565_MARU_000_020","謝謝你……<hex:02100103><hex:02280FFF09424E70634E616D65F22C4D0103>的數量能夠減少真是太好了……<hex:02100103>這下去北邊運貨就暫時不用擔心了。"
"55","TEXT_BANARK115_04565_MARU_000_021","它們的外殼似乎非常堅硬。<hex:02100103>河馬只是踩到或者撞到，<hex:02100103>都有可能出現重大事故……"
"56","TEXT_BANARK115_04565_MARU_000_022","就算是為了河馬考慮，我也得重視道路安全問題才行。<hex:02100103>如果星甲蟲的數量再次增加的話，<hex:02100103>到時候希望你還能伸出援手……"
