"0","TEXT_GAIUSE213_01357_SEQ_00","キャンプ・スカルバレーのファルクブリダ中甲佐は、提案があるようだ。"
"1","TEXT_GAIUSE213_01357_SEQ_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本クエストは調整されました。一度破棄し、キャンプ・スカルバレーの「ファルクブリダ中甲佐」から再受注してください。<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>※次のメインクエストは、「メインクエストガイド」からも確認することができます。メインクエストガイドの表示/非表示は、メインコマンドの「キャラクターコンフィグ」から「ユーザーインターフェース設定」を選び、変更してください。"
"2","TEXT_GAIUSE213_01357_SEQ_02","西ラノシアのサハギン軍陣営にある「<hex:02280CFF05454F626AF61E92810103>」に「<hex:022811FF0A4576656E744974656DF61E893D0103>」を使用して破壊しよう。爆発音に気づかれて、サハギン族の哨兵から襲撃を受けた場合は、これを討伐しよう。"
"3","TEXT_GAIUSE213_01357_SEQ_03","<hex:02280CFF05454F626AF61E92810103>を破壊し、サハギン族の哨兵を討伐した。キャンプ・スカルバレーの「ファルクブリダ中甲佐」に報告しよう。"
"4","TEXT_GAIUSE213_01357_SEQ_04","ファルクブリダ中甲佐に報告した。陽動の結果、偵察隊の調査が進んだことだろう。"
"5","TEXT_GAIUSE213_01357_SEQ_05",""
"6","TEXT_GAIUSE213_01357_SEQ_06",""
"7","TEXT_GAIUSE213_01357_SEQ_07",""
"8","TEXT_GAIUSE213_01357_SEQ_08",""
"9","TEXT_GAIUSE213_01357_SEQ_09",""
"10","TEXT_GAIUSE213_01357_SEQ_10",""
"11","TEXT_GAIUSE213_01357_SEQ_11",""
"12","TEXT_GAIUSE213_01357_SEQ_12",""
"13","TEXT_GAIUSE213_01357_SEQ_13",""
"14","TEXT_GAIUSE213_01357_SEQ_14",""
"15","TEXT_GAIUSE213_01357_SEQ_15",""
"16","TEXT_GAIUSE213_01357_SEQ_16",""
"17","TEXT_GAIUSE213_01357_SEQ_17",""
"18","TEXT_GAIUSE213_01357_SEQ_18",""
"19","TEXT_GAIUSE213_01357_SEQ_19",""
"20","TEXT_GAIUSE213_01357_SEQ_20",""
"21","TEXT_GAIUSE213_01357_SEQ_21",""
"22","TEXT_GAIUSE213_01357_SEQ_22",""
"23","TEXT_GAIUSE213_01357_SEQ_23",""
"24","TEXT_GAIUSE213_01357_TODO_00","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本クエストは調整されました。一度破棄し、<hex:02100103>ファルクブリダ中甲佐から再受注してください<hex:0249020103><hex:0248020103>"
"25","TEXT_GAIUSE213_01357_TODO_01","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本クエストは調整されました。一度破棄し、<hex:02100103>ファルクブリダ中甲佐から再受注してください<hex:0249020103><hex:0248020103>"
"26","TEXT_GAIUSE213_01357_TODO_02","<hex:024804F2021503><hex:024904F2021603><hex:0212024003>本クエストは調整されました。一度破棄し、<hex:02100103>ファルクブリダ中甲佐から再受注してください<hex:0249020103><hex:0248020103>"
"27","TEXT_GAIUSE213_01357_TODO_03",""
"28","TEXT_GAIUSE213_01357_TODO_04",""
"29","TEXT_GAIUSE213_01357_TODO_05",""
"30","TEXT_GAIUSE213_01357_TODO_06",""
"31","TEXT_GAIUSE213_01357_TODO_07",""
"32","TEXT_GAIUSE213_01357_TODO_08",""
"33","TEXT_GAIUSE213_01357_TODO_09",""
"34","TEXT_GAIUSE213_01357_TODO_10",""
"35","TEXT_GAIUSE213_01357_TODO_11",""
"36","TEXT_GAIUSE213_01357_TODO_12",""
"37","TEXT_GAIUSE213_01357_TODO_13",""
"38","TEXT_GAIUSE213_01357_TODO_14",""
"39","TEXT_GAIUSE213_01357_TODO_15",""
"40","TEXT_GAIUSE213_01357_TODO_16",""
"41","TEXT_GAIUSE213_01357_TODO_17",""
"42","TEXT_GAIUSE213_01357_TODO_18",""
"43","TEXT_GAIUSE213_01357_TODO_19",""
"44","TEXT_GAIUSE213_01357_TODO_20",""
"45","TEXT_GAIUSE213_01357_TODO_21",""
"46","TEXT_GAIUSE213_01357_TODO_22",""
"47","TEXT_GAIUSE213_01357_TODO_23",""
"48","TEXT_GAIUSE213_01357_FALKBRYDA_000_000","ほどなく、サプサ産卵地より、<hex:02100103>偵察隊が帰還する手はずになっている。<hex:02100103>それまで、今しばらく待たれよ。"
"49","TEXT_GAIUSE213_01357_FALKBRYDA_000_001","かつて成された、蛮神「リヴァイアサン」討伐は、<hex:02100103>傭兵団「海雄旅団」によるもの……。"
"50","TEXT_GAIUSE213_01357_FALKBRYDA_000_002","恥ずかしながら、我ら黒渦団が、<hex:02100103>「リヴァイアサン」に対するのは初めてなのだ……。<hex:02100103>ゆえに情報収集は、確実に行っておきたい。"
